Mod:Item:MetaData, Localized Name
techreborn:storage:10, Block of Tungsten
techreborn:storage:11, Block of Nickel
techreborn:storage:12, Block of Invar
techreborn:storage:13, Block of Iridium
techreborn:storage:14, Block of Bronze
techreborn:storage2:0, Block of Tungstensteel
techreborn:storage2:1, Iridium Reinforced Tungstensteel Block
techreborn:storage2:2, Iridium Reinforced Stone
techreborn:storage2:3, Block of Ruby
techreborn:storage2:4, Block of Sapphire
techreborn:storage2:5, Block of Peridot
techreborn:storage2:6, Block of Yellow Garnet
techreborn:storage2:7, Block of Red Garnet
techreborn:storage2:8, Block of Copper
techreborn:storage2:9, Block of Tin
techreborn:storage2:10, Block of Refined Iron
techreborn:dragon_egg_syphon, Dragon Egg Energy Siphon
techreborn:magic_energy_converter, Magic Energy Converter
techreborn:assembly_machine, Assembling Machine
techreborn:diesel_generator, Diesel Generator
techreborn:industrial_electrolyzer, Industrial Electrolyzer
techreborn:magic_energy_absorber, Magic Energy Absorber
techreborn:semi_fluid_generator, Semi Fluid Generator
techreborn:gas_turbine, Gas Turbine
techreborn:iron_alloy_furnace, Iron Alloy Furnace
techreborn:chemical_reactor, Chemical Reactor
techreborn:interdimensional_su, Interdimensional SU
techreborn:adjustable_su, Adjustable SU
techreborn:lapotronic_su, LESU Controller
techreborn:lsu_storage, LESU Storage
techreborn:distillation_tower, Distillation Tower
techreborn:vacuum_freezer, Vacuum Freezer
techreborn:fusion_control_computer, Fusion Control Computer
techreborn:fusion_coil, Fusion Coil
techreborn:lightning_rod, Lightning Rod
techreborn:industrial_sawmill, Sawmill
techreborn:machine_frame:0, Basic Machine Frame
techreborn:machine_frame:1, Advanced Machine Frame
techreborn:machine_frame:2, Highly Advanced Machine Frame
techreborn:grinder, Grinder
techreborn:solid_fuel_generator, Generator
techreborn:extractor, Extractor
techreborn:compressor, Compressor
techreborn:electric_furnace, Electric Furnace
techreborn:solar_panel:0, Basic Solar Panel
techreborn:solar_panel:1, Hybrid Solar Panel
techreborn:solar_panel:2, Advanced Solar Panel
techreborn:solar_panel:3, Ultimate Solar Panel
techreborn:solar_panel:4, Quantum Solar Panel
techreborn:creative_solar_panel, Creative Solar Panel
techreborn:water_mill, Water Mill
techreborn:wind_mill, Wind Mill
techreborn:rubber_log, Rubber Wood
techreborn:rubber_planks, Rubber Wood Planks
techreborn:rubber_plank_double_slab:0, Rubber Plank Slab
techreborn:rubber_plank_stair, Rubber Plank Stair
techreborn:rubber_leaves, Rubber Leaves
techreborn:rubber_sapling, Rubber Sapling
techreborn:refined_iron_fence, Iron Fence
techreborn:reinforced_glass, Reinforced Glass
techreborn:recycler, Recycler
techreborn:low_voltage_su, Battery Box
techreborn:medium_voltage_su, MFE
techreborn:high_voltage_su, MFSU
techreborn:lv_transformer, LV Transformer
techreborn:mv_transformer, MV Transformer
techreborn:hv_transformer, HV Transformer
techreborn:auto_crafting_table, Auto Crafting Table
techreborn:iron_furnace, Iron Furnace
techreborn:nuke, Nuke
techreborn:scrapboxinator, Scrapbox-inator
techreborn:computer_cube, Tech Reborn Computer Cube
techreborn:plasma_generator, Plasma Generator
techreborn:lamp_incandescent, Incandescent Lamp
techreborn:lamp_led, LED Lamp
techreborn:alarm, Alarm
techreborn:fluid_replicator, Fluid Replicator
techreborn:techreborn_techreborn.berylium, Beryllium
techreborn:techreborn_techreborn.calcium, Calcium
techreborn:techreborn_techreborn.calciumcarbonate, Calciumcarbonate
techreborn:techreborn_techreborn.chlorite, Chlorite
techreborn:techreborn_techreborn.deuterium, Deuterium
techreborn:techreborn_techreborn.glyceryl, Glyceryl
techreborn:techreborn_techreborn.helium, Helium
techreborn:techreborn_techreborn.helium3, Helium3
techreborn:techreborn_techreborn.heliumplasma, Heliumplasma
techreborn:techreborn_techreborn.hydrogen, Hydrogen
techreborn:techreborn_techreborn.lithium, Lithium
techreborn:techreborn_techreborn.mercury, Mercury
techreborn:techreborn_techreborn.methane, Methane
techreborn:techreborn_techreborn.nitrocoalfuel, Nitrocoalfuel
techreborn:techreborn_techreborn.nitrofuel, Nitrofuel
techreborn:techreborn_techreborn.nitrogen, Nitrogen
techreborn:techreborn_techreborn.nitrogendioxide, Nitrogendioxide
techreborn:techreborn_techreborn.potassium, Potassium
techreborn:techreborn_techreborn.silicon, Silicon
techreborn:techreborn_techreborn.sodium, Sodium
techreborn:techreborn_techreborn.sodiumpersulfate, Sodiumpersulfate
techreborn:techreborn_techreborn.tritium, Tritium
techreborn:techreborn_techreborn.wolframium, Wolframium
techreborn:techreborn_techreborn.carbon, Carbon
techreborn:techreborn_techreborn.carbonfiber, Carbon Fiber
techreborn:techreborn_techreborn.nitrocarbon, Nitrocarbon
techreborn:techreborn_techreborn.sulfur, Sulfur
techreborn:techreborn_techreborn.sodiumsulfide, Sodium Sulfide
techreborn:techreborn_techreborn.diesel, Diesel
techreborn:techreborn_techreborn.nitrodiesel, Nitrodiesel
techreborn:techreborn_techreborn.oil, Oil
techreborn:techreborn_techreborn.sulfuricacid, Sulfuric Acid
techreborn:techreborn_techreborn.compressedair, Compressed Air
techreborn:techreborn_techreborn.electrolyzedwater, Electrolyzed Water
techreborn:dust:0, Almandine Dust
techreborn:dust:1, Aluminium Dust
techreborn:dust:2, Andradite Dust
techreborn:dust:3, Ashes
techreborn:dust:4, Basalt Dust
techreborn:dust:5, Bauxite Dust
techreborn:dust:6, Brass Dust
techreborn:dust:7, Bronze Dust
techreborn:dust:8, Calcite Dust
techreborn:dust:9, Charcoal Dust
techreborn:dust:10, Chrome Dust
techreborn:dust:11, Cinnabar Dust
techreborn:dust:12, Clay Dust
techreborn:dust:13, Coal Dust
techreborn:dust:14, Copper Dust
techreborn:dust:15, Dark Ashes
techreborn:dust:16, Diamond Dust
techreborn:dust:17, Electrum Dust
techreborn:dust:18, Emerald Dust
techreborn:dust:19, Ender Eye Dust
techreborn:dust:20, Ender Pearl Dust
techreborn:dust:21, Endstone Dust
techreborn:dust:22, Flint Dust
techreborn:dust:23, Galena Dust
techreborn:dust:24, Gold Dust
techreborn:dust:25, Grossular Dust
techreborn:dust:26, Invar Dust
techreborn:dust:27, Iron Dust
techreborn:dust:28, Lazurite Dust
techreborn:dust:29, Lead Dust
techreborn:dust:30, Magnesium Dust
techreborn:dust:31, Manganese Dust
techreborn:dust:32, Marble Dust
techreborn:dust:33, Netherrack Dust
techreborn:dust:34, Nickel Dust
techreborn:dust:35, Obsidian Dust
techreborn:dust:36, Peridot Dust
techreborn:dust:37, Phosphorous Dust
techreborn:dust:38, Platinum Dust
techreborn:dust:39, Pyrite Dust
techreborn:dust:40, Pyrope Dust
techreborn:dust:41, Red Garnet Dust
techreborn:dust:43, Ruby Dust
techreborn:dust:44, Saltpeter Dust
techreborn:dust:45, Sapphire Dust
techreborn:dust:46, Saw Dust
techreborn:dust:47, Silver Dust
techreborn:dust:48, Sodalite Dust
techreborn:dust:49, Spessartine Dust
techreborn:dust:50, Sphalerite Dust
techreborn:dust:51, Steel Dust
techreborn:dust:52, Sulfur Dust
techreborn:dust:53, Tin Dust
techreborn:dust:54, Titanium Dust
techreborn:dust:55, Tungsten Dust
techreborn:dust:56, Uvarovite Dust
techreborn:dust:58, Yellow Garnet Dust
techreborn:dust:59, Zinc Dust
techreborn:dust:61, Andesite Dust
techreborn:dust:62, Diorite Dust
techreborn:dust:63, Granite Dust
techreborn:gem:0, Ruby
techreborn:gem:1, Sapphire
techreborn:gem:2, Peridot
techreborn:gem:3, Red Garnet
techreborn:gem:4, Yellow Garnet
techreborn:ingot:0, Aluminium Ingot
techreborn:ingot:1, Brass Ingot
techreborn:ingot:2, Bronze Ingot
techreborn:ingot:3, Chrome Ingot
techreborn:ingot:4, Copper Ingot
techreborn:ingot:5, Electrum Ingot
techreborn:ingot:6, Invar Ingot
techreborn:ingot:7, Iridium Ingot
techreborn:ingot:8, Lead Ingot
techreborn:ingot:9, Nickel Ingot
techreborn:ingot:10, Platinum Ingot
techreborn:ingot:11, Silver Ingot
techreborn:ingot:12, Steel Ingot
techreborn:ingot:13, Tin Ingot
techreborn:ingot:14, Titanium Ingot
techreborn:ingot:15, Tungsten Ingot
techreborn:ingot:16, Hot Tungstensteel Ingot
techreborn:ingot:17, Tungstensteel Ingot
techreborn:ingot:18, Zinc Ingot
techreborn:ingot:19, Refined Iron Ingot
techreborn:ingot:20, Advanced Alloy Ingot
techreborn:ingot:21, Mixed Metal Ingot
techreborn:ingot:22, Iridium Alloy Ingot
techreborn:nuggets:0, Aluminium Nugget
techreborn:nuggets:1, Brass Nugget
techreborn:nuggets:2, Bronze Nugget
techreborn:nuggets:3, Chrome Nugget
techreborn:nuggets:4, Copper Nugget
techreborn:nuggets:5, Electrum Nugget
techreborn:nuggets:6, Invar Nugget
techreborn:nuggets:7, Iridium Nugget
techreborn:nuggets:8, Lead Nugget
techreborn:nuggets:9, Nickel Nugget
techreborn:nuggets:10, Platinum Nugget
techreborn:nuggets:11, Silver Nugget
techreborn:nuggets:12, Steel Nugget
techreborn:nuggets:13, Tin Nugget
techreborn:nuggets:14, Titanium Nugget
techreborn:nuggets:15, Tungsten Nugget
techreborn:nuggets:16, Hot Tungstensteel Nugget
techreborn:nuggets:17, Tungstensteel Nugget
techreborn:nuggets:18, Zinc Nugget
techreborn:nuggets:19, Refined Iron Nugget
techreborn:nuggets:23, Iron Nugget
techreborn:nuggets:24, Diamond Nugget
techreborn:part:0, Energy Flow Circuit
techreborn:part:1, Data Control Circuit
techreborn:part:2, Data Storage Circuit
techreborn:part:3, Data Orb
techreborn:part:4, Diamond Grinding Head
techreborn:part:5, Diamond Saw Blade
techreborn:part:6, Tungsten Grinding Head
techreborn:part:7, 60k Helium Coolant Cell
techreborn:part:8, 180k Helium Coolant Cell
techreborn:part:9, 360k Helium Coolant Cell
techreborn:part:10, 60k nak Coolant Cell
techreborn:part:11, 180k nak Coolant Cell
techreborn:part:12, 360k nak Coolant Cell
techreborn:part:13, Cupronickel Heating Coil
techreborn:part:14, Nichrome Heating Coil
techreborn:part:15, Kanthal Heating Coil
techreborn:part:17, Superconductor
techreborn:part:18, Fuel Rod (Thorium)
techreborn:part:19, Dual Fuel Rod (Thorium)
techreborn:part:20, Quad Fuel Rod (Thorium)
techreborn:part:21, Fuel Rod (Plutonium)
techreborn:part:22, Dual Fuel Rod (Plutonium)
techreborn:part:23, Quad Fuel Rod (Plutonium)
techreborn:part:24, Computer Monitor
techreborn:part:25, Machine Parts
techreborn:part:26, Neutron Reflector
techreborn:part:27, Iridium Neutron Reflector
techreborn:part:28, Thick Neutron Reflector
techreborn:part:29, Electronic Circuit
techreborn:part:30, Advanced Electronic Circuit
techreborn:part:31, Sap
techreborn:part:32, Rubber
techreborn:part:33, Scrap
techreborn:part:34, Carbon Mesh
techreborn:part:35, Carbon Fiber
techreborn:part:36, 10k Coolant Cell
techreborn:part:37, 30k Coolant Cell
techreborn:part:38, 60k Coolant Cell
techreborn:plates:0, Iron Plate
techreborn:plates:1, Gold Plate
techreborn:plates:2, Carbon Plate
techreborn:plates:3, Wooden Plate
techreborn:plates:4, Redstone Plate
techreborn:plates:5, Diamond Plate
techreborn:plates:6, Emerald Plate
techreborn:plates:8, Coal Plate
techreborn:plates:9, Obsidian Plate
techreborn:plates:10, Lazurite Plate
techreborn:plates:11, Ruby Plate
techreborn:plates:12, Sapphire Plate
techreborn:plates:13, Peridot Plate
techreborn:plates:14, Red Garnet Plate
techreborn:plates:15, Yellow Garnet Plate
techreborn:plates:16, Aluminium Plate
techreborn:plates:17, Brass Plate
techreborn:plates:18, Bronze Plate
techreborn:plates:19, Chrome Plate
techreborn:plates:20, Copper Plate
techreborn:plates:21, Electrum Plate
techreborn:plates:22, Invar Plate
techreborn:plates:23, Iridium Plate
techreborn:plates:24, Lead Plate
techreborn:plates:25, Nickel Plate
techreborn:plates:26, Platinum Plate
techreborn:plates:27, Silver Plate
techreborn:plates:28, Steel Plate
techreborn:plates:29, Tin Plate
techreborn:plates:30, Titanium Plate
techreborn:plates:31, Tungsten Plate
techreborn:plates:32, Tungstensteel Plate
techreborn:plates:33, Zinc Plate
techreborn:plates:34, Refined Iron Plate
techreborn:plates:35, Advanced Alloy Plate
techreborn:plates:36, Magnalium Plate
techreborn:plates:37, Iridium Alloy Plate
techreborn:smalldust:0, Small Pile of Almandine Dust
techreborn:smalldust:1, Small Pile of Aluminium Dust
techreborn:smalldust:2, Small Pile of Andradite Dust
techreborn:smalldust:3, Small Pile of Ashes
techreborn:smalldust:4, Small Pile of Basalt Dust
techreborn:smalldust:5, Small Pile of Bauxite Dust
techreborn:smalldust:6, Small Pile of Brass Dust
techreborn:smalldust:7, Small Pile of Bronze Dust
techreborn:smalldust:8, Small Pile of Calcite Dust
techreborn:smalldust:9, Small Pile of Charcoal Dust
techreborn:smalldust:10, Small Pile of Chrome Dust
techreborn:smalldust:11, Small Pile of Cinnabar Dust
techreborn:smalldust:12, Small Pile of Clay Dust
techreborn:smalldust:13, Small Pile of Coal Dust
techreborn:smalldust:14, Small Pile of Copper Dust
techreborn:smalldust:15, Small Pile of Dark Ashes
techreborn:smalldust:16, Small Pile of Diamond Dust
techreborn:smalldust:17, Small Pile of Electrum Dust
techreborn:smalldust:18, Small Pile of Emerald Dust
techreborn:smalldust:19, Small Pile of Ender Eye Dust
techreborn:smalldust:20, Small Pile of Ender Pearl Dust
techreborn:smalldust:21, Small Pile of Endstone Dust
techreborn:smalldust:22, Small Pile of Flint Dust
techreborn:smalldust:23, Small Pile of Galena Dust
techreborn:smalldust:24, Small Pile of Gold Dust
techreborn:smalldust:25, Small Pile of Grossular Dust
techreborn:smalldust:26, Small Pile of Invar Dust
techreborn:smalldust:27, Small Pile of Iron Dust
techreborn:smalldust:28, Small Pile of Lazurite Dust
techreborn:smalldust:29, Small Pile of Lead Dust
techreborn:smalldust:30, Small Pile of Magnesium Dust
techreborn:smalldust:31, Small Pile of Manganese Dust
techreborn:smalldust:32, Small Pile of Marble Dust
techreborn:smalldust:33, Small Pile of Netherrack Dust
techreborn:smalldust:34, Small Pile of Nickel Dust
techreborn:smalldust:35, Small Pile of Obsidian Dust
techreborn:smalldust:36, Small Pile of Peridot
techreborn:smalldust:37, Small Pile of Phosphorous Dust
techreborn:smalldust:38, Small Pile of Platinum Dust
techreborn:smalldust:39, Small Pile of Pyrite Dust
techreborn:smalldust:40, Small Pile of Pyrope Dust
techreborn:smalldust:41, Small Pile of Red Garnet Dust
techreborn:smalldust:43, Small Pile of Ruby Dust
techreborn:smalldust:44, Small Pile of Saltpeter Dust
techreborn:smalldust:45, Small Pile of Sapphire Dust
techreborn:smalldust:46, Small Pile of Saw Dust
techreborn:smalldust:47, Small Pile of Silver Dust
techreborn:smalldust:48, Small Pile of Sodalite Dust
techreborn:smalldust:49, Small Pile of Spessartine Dust
techreborn:smalldust:50, Small Pile of Sphalerite Dust
techreborn:smalldust:51, Small Pile of Steel Dust
techreborn:smalldust:52, Small Pile of Sulfur Dust
techreborn:smalldust:53, Small Pile of Tin Dust
techreborn:smalldust:54, Small Pile of Titanium Dust
techreborn:smalldust:55, Small Pile of Tungsten Dust
techreborn:smalldust:56, Small Pile of Uvarovite Dust
techreborn:smalldust:58, Small Pile of Yellow Garnet Dust
techreborn:smalldust:59, Small Pile of Zinc Dust
techreborn:smalldust:61, Small Pile of Redstone
techreborn:smalldust:62, Small Pile of Glowstone Dust
techreborn:smalldust:63, Small Pile of Andesite Dust
techreborn:smalldust:64, Small Pile of Diorite Dust
techreborn:smalldust:65, Small Pile of Granite Dust
techreborn:uumatter, UU-Matter
techreborn:cloakingdevice, Cloaking Device
techreborn:lapotronpack, Lapotronic Orbpack
techreborn:lithiumbatpack, Lithium Batpack
techreborn:energycrystal, Energy Crystal
techreborn:lapotroncrystal, Lapotron Crystal
techreborn:lapotronicorb, Lapotronic Energy Orb
techreborn:lithiumbattery, Lithium Battery
techreborn:rebattery, Battery
techreborn:advancedchainsaw, Advanced Chainsaw
techreborn:advanceddrill, Advanced Drill
techreborn:ironjackhammer, Advanced Jackhammer
techreborn:debug, Debug Tool
techreborn:diamondchainsaw, Diamond Chainsaw
techreborn:diamonddrill, Diamond Drill
techreborn:diamondjackhammer, Diamond Jackhammer
techreborn:electrictreetap, Electric Treetap
techreborn:nanosaber, Nanosaber
techreborn:omnitool, Omni-Tool
techreborn:rockcutter, Rockcutter
techreborn:ironchainsaw, Steel Chainsaw
techreborn:irondrill, Steel Drill
techreborn:steeljackhammer, Steel Jackhammer
techreborn:treetap, Treetap
techreborn:wrench, Wrench
techreborn:dynamiccell, Empty Cell
techreborn:frequencytransmitter, Frequency Transmitter
techreborn:techmanuel, Tech Reborn Manual
techreborn:missingrecipe, item.missingRecipe.name
techreborn:scrapbox, Scrap Box
techreborn:upgrades:0, Overclocker Upgrade
techreborn:upgrades:1, Transformer Upgrade
techreborn:upgrades:2, Energy Storage Upgrade
thermalfoundation:ore:0, Copper Ore
thermalfoundation:ore:1, Tin Ore
thermalfoundation:ore:2, Silver Ore
thermalfoundation:ore:3, Lead Ore
thermalfoundation:ore:4, Aluminum Ore
thermalfoundation:ore:5, Nickel Ore
thermalfoundation:ore:6, Platinum Ore
thermalfoundation:ore:7, Iridium Ore
thermalfoundation:ore:8, Mana Infused Ore
thermalfoundation:ore_fluid:0, Oil Sand
thermalfoundation:ore_fluid:1, Oil Shale
thermalfoundation:ore_fluid:2, Destabilized Redstone Ore
thermalfoundation:ore_fluid:3, Energized Netherrack
thermalfoundation:ore_fluid:4, Resonant End Stone
thermalfoundation:ore_fluid:5, Oil Sand
thermalfoundation:storage:0, Block of Copper
thermalfoundation:storage:1, Block of Tin
thermalfoundation:storage:2, Block of Silver
thermalfoundation:storage:3, Block of Lead
thermalfoundation:storage:4, Block of Aluminum
thermalfoundation:storage:5, Block of Nickel
thermalfoundation:storage:6, Block of Platinum
thermalfoundation:storage:7, Block of Iridium
thermalfoundation:storage:8, Block of Mana Infused Metal
thermalfoundation:storage_alloy:0, Block of Steel
thermalfoundation:storage_alloy:1, Block of Electrum
thermalfoundation:storage_alloy:2, Block of Invar
thermalfoundation:storage_alloy:3, Block of Bronze
thermalfoundation:storage_alloy:4, Block of Constantan
thermalfoundation:storage_alloy:5, Block of Signalum
thermalfoundation:storage_alloy:6, Block of Lumium
thermalfoundation:storage_alloy:7, Block of Enderium
thermalfoundation:storage_resource:0, Block of Charcoal
thermalfoundation:storage_resource:1, Block of Coal Coke
thermalfoundation:glass:0, Hardened Copper Glass
thermalfoundation:glass:1, Hardened Tin Glass
thermalfoundation:glass:2, Hardened Silver Glass
thermalfoundation:glass:3, Hardened Glass
thermalfoundation:glass:4, Hardened Aluminum Glass
thermalfoundation:glass:5, Hardened Nickel Glass
thermalfoundation:glass:6, Hardened Platinum Glass
thermalfoundation:glass:7, Hardened Iridium Glass
thermalfoundation:glass:8, Hardened Mana Infused Glass
thermalfoundation:glass_alloy:0, Hardened Steel Glass
thermalfoundation:glass_alloy:1, Hardened Electrum Glass
thermalfoundation:glass_alloy:2, Hardened Invar Glass
